1606625647.513552,1
1606625647.616439,1
1606625647.719846,11
1606625647.823337,1
1606625647.929616,0
1606625648.033923,4
1606625648.142593,9
1606625648.245821,2
1606625648.350192,9
1606625648.453003,11
1606625648.555813,20
1606625648.659692,2
1606625648.765102,11
1606625648.868699,4
1606625648.971966,0
1606625649.081281,12
1606625649.186803,0
1606625649.304827,6
1606625649.408653,4
1606625649.511511,4
1606625649.621724,5
1606625649.726120,0
1606625649.830458,8
1606625649.935867,5
1606625650.041377,0
1606625650.149968,3
1606625650.253802,14
1606625650.356831,10
1606625650.460632,5
1606625650.564630,2
1606625650.667208,12
1606625650.778596,8
1606625650.886848,0
1606625650.990488,0
1606625651.093947,5
1606625651.200692,6
1606625651.303375,7
1606625651.411197,2
1606625651.515963,2
1606625651.619404,6
1606625651.722971,0
1606625651.830867,3
1606625651.935203,7
1606625652.037864,6
1606625652.140610,6
1606625652.246347,2
1606625652.350890,0
1606625652.454047,1
1606625652.560536,0
1606625652.668654,3
1606625652.773206,0
1606625652.876292,5
1606625652.980750,1
1606625653.084538,0
1606625653.187841,2
1606625653.290878,0
1606625653.400075,8
1606625653.503269,3
1606625653.608845,4
1606625653.711683,3
1606625653.816173,3
1606625653.922259,7
1606625654.031090,0
1606625654.136013,7
1606625654.239394,0
1606625654.344712,7
1606625654.449222,7
1606625654.559251,3
1606625654.665472,6
1606625654.769612,0
1606625654.872844,17
1606625654.980472,13
1606625655.085340,8
1606625655.189306,8
1606625655.292677,12
1606625655.401696,3
1606625655.505462,14
1606625655.615039,8
1606625655.725655,7
1606625655.831400,6
1606625655.941305,5
1606625656.046575,9
1606625656.153150,7
1606625656.260355,8
1606625656.375768,9
1606625656.482341,6
1606625656.586665,20
1606625656.692294,4
1606625656.803540,2
1606625656.910682,5
1606625657.014228,3
1606625657.122616,7
1606625657.225085,2
1606625657.332167,6
1606625657.435852,5
1606625657.540216,2
1606625657.647020,7
1606625657.751949,2
1606625657.854450,3
1606625657.964366,7
1606625658.067827,4
1606625658.171392,3
1606625658.277146,11
1606625658.381489,10
1606625658.486549,0
1606625658.590607,1
1606625658.696295,7
1606625658.803041,0
1606625658.911814,5
1606625659.015450,10
1606625659.120026,0
1606625659.229868,2
1606625659.334399,6
1606625659.452842,0
1606625659.555142,20
1606625659.658342,2
1606625659.764155,0
1606625659.869267,0
1606625659.977209,5
1606625660.084167,0
1606625660.188481,0
1606625660.294787,9
1606625660.401754,0
1606625660.510248,5
1606625660.619738,0
1606625660.723296,7
1606625660.826558,0
1606625660.930295,0
1606625661.034914,0
1606625661.139955,2
1606625661.243922,6
1606625661.357961,6
1606625661.460795,7
1606625661.565943,3
1606625661.673399,0
1606625661.778051,7
1606625661.885287,0
1606625661.988524,9
1606625662.091253,9
1606625662.197112,3
1606625662.301841,3
1606625662.404930,2
1606625662.507748,15
1606625662.610654,11
1606625662.719843,0
1606625662.826735,0
1606625662.934060,2
1606625663.039384,0
1606625663.160501,10
1606625663.263051,0
1606625663.366820,0
1606625663.471069,0
1606625663.575229,0
1606625663.678167,1
1606625663.782970,9
1606625663.886770,2
1606625663.989779,3
1606625664.093736,1
1606625664.198174,5
1606625664.303962,2
1606625664.408567,3
1606625664.514318,1
1606625664.620887,8
1606625664.724400,12
1606625664.830017,6
1606625664.933159,15
1606625665.036515,8
1606625665.139785,0
1606625665.243801,0
1606625665.348628,3
1606625665.455782,9
1606625665.558653,20
1606625665.663631,11
1606625665.768494,10
1606625665.870852,0
1606625665.982978,3
1606625666.087799,12
1606625666.191311,4
1606625666.296833,10
1606625666.406776,4
1606625666.516177,4
1606625666.620711,12
1606625666.724628,12
1606625666.828962,17
1606625666.932172,6
1606625667.037983,10
1606625667.143308,13
1606625667.254389,18
1606625667.369167,0
1606625667.472081,0
1606625667.580206,0
1606625667.686609,2
1606625667.792210,7
1606625667.901357,9
1606625668.005208,0
1606625668.114296,10
1606625668.218205,12
1606625668.328104,13
1606625668.448162,15
1606625668.552565,0
1606625668.655431,0
1606625668.761293,14
1606625668.869252,10
1606625668.977959,0
1606625669.081094,4
1606625669.188151,0
1606625669.297123,0
1606625669.407108,1
1606625669.511011,1
1606625669.616816,0
1606625669.721951,2
1606625669.827439,0
1606625669.933459,8
1606625670.036903,6
1606625670.139667,0
1606625670.243410,1
1606625670.350770,1
1606625670.458870,0
1606625670.568014,4
1606625670.675220,0
1606625670.784052,0
1606625670.888189,8
1606625670.991848,3
1606625671.098278,1
1606625671.201544,3
1606625671.308182,2
1606625671.410940,2
1606625671.513679,14
1606625671.617033,8
1606625671.725936,13
1606625671.830885,4
1606625671.941471,5
1606625672.044826,5
1606625672.147916,6
1606625672.253324,9
1606625672.358616,13
1606625672.468899,3
1606625672.572395,4
1606625672.681386,1
1606625672.790932,1
1606625672.896385,2
1606625672.999812,6
1606625673.103796,5
1606625673.208089,1
1606625673.311887,2
1606625673.416915,0
1606625673.520326,0
1606625673.624222,0
1606625673.729105,0
1606625673.833913,0
1606625673.936980,8
1606625674.042026,1
1606625674.147676,10
1606625674.252039,6
1606625674.354818,11
1606625674.464207,12
1606625674.567948,8
1606625674.673836,2
1606625674.781242,0
1606625674.890298,4
1606625674.993718,3
1606625675.096763,4
1606625675.202688,1
1606625675.306108,7
1606625675.411230,5
1606625675.520471,1
