1606625583.792982,1
1606625583.827996,0
1606625583.897130,0
1606625583.932372,0
1606625584.000766,0
1606625584.036592,0
1606625584.107963,1
1606625584.149137,0
1606625584.211022,4
1606625584.254554,2
1606625584.314935,2
1606625584.359700,0
1606625584.418622,2
1606625584.465735,0
1606625584.526157,0
1606625584.569337,2
1606625584.630343,0
1606625584.673033,0
1606625584.739057,0
1606625584.776688,0
1606625584.841758,3
1606625584.881930,0
1606625584.946270,1
1606625584.988024,4
1606625585.052044,0
1606625585.095817,0
1606625585.157431,5
1606625585.200812,0
1606625585.265631,0
1606625585.310932,4
1606625585.367977,4
1606625585.414338,1
1606625585.470702,0
1606625585.517381,2
1606625585.574877,2
1606625585.624002,2
1606625585.677902,0
1606625585.728297,2
1606625585.782540,0
1606625585.832000,5
1606625585.887926,3
1606625585.936247,0
1606625585.992221,5
1606625586.039454,4
1606625586.095180,4
1606625586.143799,0
1606625586.204083,0
1606625586.247129,0
1606625586.311416,0
1606625586.350759,3
1606625586.421921,0
1606625586.459912,0
1606625586.530649,5
1606625586.563686,0
1606625586.634759,1
1606625586.666568,0
1606625586.748605,0
1606625586.770944,5
1606625586.852319,0
1606625586.878187,0
1606625586.956568,0
1606625586.986555,0
1606625587.064350,5
1606625587.092107,0
1606625587.166831,0
1606625587.200066,4
1606625587.270494,3
1606625587.303790,2
1606625587.373561,3
1606625587.410064,3
1606625587.476811,4
1606625587.516754,0
1606625587.586341,4
1606625587.625813,5
1606625587.691915,5
1606625587.730043,1
1606625587.794695,4
1606625587.832700,5
1606625587.902672,0
1606625587.938336,0
1606625588.009416,0
1606625588.043860,2
1606625588.113655,0
1606625588.147897,0
1606625588.222396,3
1606625588.255189,1
1606625588.325841,2
1606625588.358829,2
1606625588.429984,3
1606625588.461942,1
1606625588.534232,0
1606625588.566590,2
1606625588.639222,1
1606625588.674243,4
1606625588.743669,3
1606625588.781696,0
1606625588.849129,0
1606625588.887203,0
1606625588.954918,0
1606625588.991836,0
1606625589.057758,5
1606625589.095239,5
1606625589.160999,5
1606625589.203212,4
1606625589.270309,0
1606625589.307071,4
1606625589.374057,2
1606625589.411076,0
1606625589.481091,2
1606625589.519570,0
1606625589.584585,2
1606625589.622735,4
1606625589.688056,3
1606625589.726737,3
1606625589.790939,5
1606625589.830236,2
1606625589.899476,4
1606625589.933464,2
1606625590.003275,5
1606625590.036892,0
1606625590.110810,1
1606625590.144577,0
1606625590.214317,0
1606625590.247355,3
