1606443547.201107,0
1606443547.304657,18
1606443547.411010,65
1606443547.516684,99
1606443547.624789,100
1606443547.730599,100
1606443547.833254,100
1606443547.938313,98
1606443548.044322,100
1606443548.152560,99
1606443548.257192,82
1606443548.361379,12
1606443548.466625,27
1606443548.570671,93
1606443548.677858,87
1606443548.785539,99
1606443548.888785,98
1606443548.991640,83
1606443549.097435,85
1606443549.205833,81
1606443549.313674,83
1606443549.421371,53
1606443549.532211,53
1606443549.636579,54
1606443549.745067,55
1606443549.849803,53
1606443549.955158,53
1606443550.062045,53
1606443550.165177,53
1606443550.275578,54
1606443550.382219,55
1606443550.487593,57
1606443550.591928,57
1606443550.698835,57
1606443550.801777,51
1606443550.908392,53
1606443551.011502,62
1606443551.118476,60
1606443551.225779,61
1606443551.332472,72
1606443551.435090,73
1606443551.542640,79
1606443551.649640,77
1606443551.754862,53
1606443551.863239,51
1606443551.968579,51
1606443552.072287,51
1606443552.179658,52
1606443552.283650,52
1606443552.387657,53
1606443552.492306,53
1606443552.595762,53
1606443552.700542,52
1606443552.806694,54
1606443552.911956,53
1606443553.015593,54
1606443553.119834,53
1606443553.222570,53
1606443553.327665,57
1606443553.431992,55
1606443553.540693,55
1606443553.645983,56
1606443553.755164,54
1606443553.858891,56
1606443553.967887,56
1606443554.075322,56
1606443554.181448,55
1606443554.285221,56
1606443554.390402,56
1606443554.494626,56
1606443554.598878,57
1606443554.702479,56
1606443554.806040,57
1606443554.911702,56
1606443555.015912,56
1606443555.122198,56
1606443555.226218,58
1606443555.329798,57
1606443555.433251,57
1606443555.536481,57
1606443555.640356,58
1606443555.744395,58
1606443555.850086,60
1606443555.953836,60
1606443556.056486,60
1606443556.160456,59
1606443556.264282,60
1606443556.370164,60
1606443556.474940,60
1606443556.581291,61
1606443556.686029,61
1606443556.790089,62
1606443556.894115,68
1606443557.000129,66
1606443557.109734,70
1606443557.220560,71
1606443557.328206,82
1606443557.431131,88
1606443557.534784,88
1606443557.637890,83
1606443557.743414,63
1606443557.850760,64
1606443557.954397,69
1606443558.063244,66
1606443558.166284,68
1606443558.275545,71
1606443558.383475,70
1606443558.491971,82
1606443558.597719,81
1606443558.702020,86
1606443558.805423,86
1606443558.908818,65
1606443559.018956,65
1606443559.126191,70
1606443559.229722,72
1606443559.333774,74
1606443559.441374,85
1606443559.550041,86
1606443559.655021,93
1606443559.763444,93
1606443559.868747,80
1606443559.978087,66
1606443560.083047,65
1606443560.191339,63
1606443560.299100,64
1606443560.403880,66
1606443560.512395,66
1606443560.617414,65
1606443560.722415,64
1606443560.832409,64
1606443560.937766,64
1606443561.040406,66
1606443561.145544,66
1606443561.252688,66
1606443561.356571,66
1606443561.459968,67
1606443561.565022,66
1606443561.668061,66
1606443561.774126,67
1606443561.880094,68
1606443561.985841,67
1606443562.089162,68
1606443562.193823,68
1606443562.298346,67
1606443562.404164,68
1606443562.510703,69
1606443562.614560,69
1606443562.718011,66
1606443562.821801,68
1606443562.927047,68
1606443563.037027,68
1606443563.141062,69
1606443563.244905,69
1606443563.349965,70
1606443563.453785,70
1606443563.560172,69
1606443563.663416,70
1606443563.772446,69
1606443563.876851,68
1606443563.981344,70
1606443564.086736,68
1606443564.192899,68
1606443564.297959,70
1606443564.402985,70
1606443564.505937,69
1606443564.610467,70
1606443564.713236,71
1606443564.817801,71
1606443564.923086,70
1606443565.028482,71
1606443565.134285,82
1606443565.239039,82
1606443565.344519,82
1606443565.448334,81
1606443565.552415,93
1606443565.657620,92
1606443565.762256,94
1606443565.867065,95
1606443565.973486,82
1606443566.078526,85
1606443566.183084,81
1606443566.289006,73
1606443566.399248,71
1606443566.504723,74
1606443566.609130,74
1606443566.717778,74
1606443566.822549,75
1606443566.927018,76
1606443567.031040,76
1606443567.134523,80
1606443567.239648,80
1606443567.345522,85
1606443567.453635,84
1606443567.559165,95
1606443567.663039,95
1606443567.766330,95
1606443567.871926,94
1606443567.978567,94
1606443568.087132,88
1606443568.200844,89
1606443568.306118,76
1606443568.411342,75
1606443568.519260,75
1606443568.623353,74
1606443568.727195,75
1606443568.830993,77
1606443568.935817,76
1606443569.039381,78
1606443569.144453,77
1606443569.249385,79
1606443569.354866,79
1606443569.460992,84
1606443569.566447,84
1606443569.671762,87
1606443569.775354,86
1606443569.884503,96
1606443569.989053,99
1606443570.096534,100
1606443570.200566,94
1606443570.305104,94
1606443570.409178,98
1606443570.515276,98
1606443570.619937,78
1606443570.725927,77
1606443570.830133,79
1606443570.933740,79
1606443571.037579,79
1606443571.142693,80
1606443571.246709,80
1606443571.351896,79
1606443571.458004,80
1606443571.565413,80
1606443571.670415,82
1606443571.775070,80
1606443571.880548,80
1606443571.986945,80
1606443572.092195,79
1606443572.199235,80
1606443572.303657,80
1606443572.408891,80
1606443572.518375,80
1606443572.622729,79
1606443572.728016,80
1606443572.835031,82
1606443572.941982,82
1606443573.049314,80
1606443573.152483,81
1606443573.257113,82
1606443573.361659,81
1606443573.464632,80
1606443573.571123,82
1606443573.678748,82
1606443573.783472,82
1606443573.891025,81
1606443573.995058,82
1606443574.098573,82
1606443574.204679,81
1606443574.312498,82
1606443574.417891,83
1606443574.526617,82
1606443574.630435,83
1606443574.734117,82
1606443574.839493,82
1606443574.944641,84
1606443575.048224,82
1606443575.153129,84
1606443575.256175,84
1606443575.363625,84
1606443575.468530,83
1606443575.574661,84
1606443575.682633,84
1606443575.786650,84
1606443575.891520,84
1606443575.995583,84
1606443576.099366,85
1606443576.202905,84
1606443576.309759,85
1606443576.414482,85
1606443576.518399,85
1606443576.622922,85
1606443576.726444,85
1606443576.830017,86
1606443576.933939,86
1606443577.039691,92
1606443577.145319,92
1606443577.250128,95
1606443577.355073,96
1606443577.459318,95
1606443577.564177,100
1606443577.670737,99
1606443577.777172,98
1606443577.883159,99
1606443577.988593,99
1606443578.091956,98
1606443578.197416,94
1606443578.301805,61
1606443578.406419,19
1606443578.511217,18
1606443578.614731,20
1606443578.718014,19
1606443578.824151,21
1606443578.929819,29
1606443579.037401,41
1606443579.143359,49
1606443579.246710,22
1606443579.353341,32
1606443579.460039,32
1606443579.564496,43
1606443579.669798,49
1606443579.776294,22
1606443579.879490,23
1606443579.986531,22
1606443580.091101,23
1606443580.196545,22
1606443580.304320,22
1606443580.407049,23
1606443580.510236,24
1606443580.614475,24
1606443580.719689,25
1606443580.822474,26
1606443580.926674,25
1606443581.032290,25
1606443581.138156,26
1606443581.243058,26
1606443581.348100,27
1606443581.453481,28
1606443581.557440,27
1606443581.661064,29
1606443581.769385,28
1606443581.876299,28
1606443581.983366,29
1606443582.088072,30
1606443582.191933,30
1606443582.296297,29
1606443582.401674,30
1606443582.506991,28
1606443582.612394,30
1606443582.716593,31
1606443582.821442,32
1606443582.924769,31
1606443583.028302,32
1606443583.132414,32
1606443583.236719,32
1606443583.341997,32
1606443583.446178,32
1606443583.551084,33
1606443583.660575,33
1606443583.766480,32
1606443583.872608,32
1606443583.978072,34
1606443584.081002,35
1606443584.186999,34
1606443584.296573,33
1606443584.402009,34
1606443584.507066,36
1606443584.614274,36
1606443584.717286,36
1606443584.821606,38
1606443584.926245,44
1606443585.031470,46
1606443585.137760,46
1606443585.241352,57
1606443585.346766,65
1606443585.451039,49
1606443585.558077,41
1606443585.665461,49
1606443585.769737,48
1606443585.875818,60
1606443585.982369,67
1606443586.086067,66
1606443586.190715,40
1606443586.294658,39
1606443586.399783,50
1606443586.503242,49
1606443586.610575,60
1606443586.716041,65
1606443586.822740,68
1606443586.928212,41
1606443587.033981,40
1606443587.137260,41
1606443587.245547,41
1606443587.349199,42
1606443587.454223,41
1606443587.561410,41
1606443587.664231,41
1606443587.770078,41
1606443587.877192,42
1606443587.985032,42
1606443588.089633,42
1606443588.195113,43
1606443588.300156,43
1606443588.406477,43
1606443588.510917,44
1606443588.616008,44
1606443588.726372,42
1606443588.830395,43
1606443588.934150,44
1606443589.040565,45
1606443589.143761,44
1606443589.250205,45
1606443589.355372,45
1606443589.459399,45
1606443589.566239,45
1606443589.671505,45
1606443589.780616,46
1606443589.885997,46
1606443589.990633,46
1606443590.094569,47
1606443590.199411,46
1606443590.308097,47
1606443590.412035,46
1606443590.519281,48
1606443590.627292,47
1606443590.731273,48
1606443590.839059,48
1606443590.942873,48
1606443591.048850,49
1606443591.154905,49
1606443591.261578,48
1606443591.371009,49
1606443591.479026,49
1606443591.585897,50
1606443591.694112,50
1606443591.799396,49
1606443591.907304,50
1606443592.010241,50
1606443592.114067,51
